"subject";"KatCode";"Cond";"Nr";"Item";"Semantische.Kategorie";"uebergeordnete.Kategorie";"OberkatCode";"Dateiname";"DG";"g_ng";"Session";"ordinaAll";"g_ng_count";"RT";"errorcode";"filler_used";"g_ng_count_cent";"pos_in_cat";"g_ng_count_1_5";"alt_g_ng";"alt_g_ng_cent";"DG_cent";"valid";"ItemID"
"8";"35";"JN";10;"Harfe";"Instrumente";"MiscI";7;"harfe";"4";"g2";4;103;82;904;0;"";-1;3;2;1;-1,50205026455026;1,5;345;"3510"
"8";"35";"JN";4;"Blockfloete";"Instrumente";"MiscI";7;"blockfloete";"4";"g2";4;105;83;631;0;"";0;5;3;2;-0,502050264550264;1,5;345;"3504"
"8";"20";"SN";6;"Schnaps";"Getraenke";"Lebensmittel";3;"schnaps";"4";"g2";4;106;83;776;0;"";0;6;3;3;0,497949735449736;1,5;345;"2006"
"8";"35";"JN";8;"Trompete";"Instrumente";"MiscI";7;"trompete";"4";"g2";4;106;84;667;0;"";1;6;4;2;-0,502050264550264;1,5;345;"3508"
"8";"20";"SN";10;"HeisseSchokolade";"Getraenke";"Lebensmittel";3;"heisseschokolade";"4";"g2";4;109;84;793;0;"";1;9;4;5;2,49794973544974;1,5;345;"2010"
"8";"20";"SN";5;"Cocktail";"Getraenke";"Lebensmittel";3;"cocktail";"4";"g2";4;110;85;567;0;"";2;10;5;5;2,49794973544974;1,5;345;"2005"
"8";"35";"JN";6;"Akkordion";"Instrumente";"MiscI";7;"akkordion";"4";"g2";4;110;85;804;0;"";2;10;5;5;2,49794973544974;1,5;345;"3506"
"8";"11";"SN";3;"Papagei";"Voegel";"Tiere";1;"papagei";"4";"g2";4;101;81;462;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"1103"
"8";"11";"SN";9;"Taube";"Voegel";"Tiere";1;"taube";"4";"g2";4;102;82;645;0;"";-1;2;2;0;-2,50205026455026;1,5;345;"1109"
"8";"18";"JN";5;"Schulranzen";"Taschen";"Kleidung";2;"schulranzen";"4";"g2";4;101;81;759;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"1805"
"8";"11";"SN";5;"Eule";"Voegel";"Tiere";1;"eule";"4";"g2";4;105;83;541;0;"";0;5;3;2;-0,502050264550264;1,5;345;"1105"
"8";"18";"JN";4;"Beutel";"Taschen";"Kleidung";2;"beutel";"4";"g2";4;105;82;769;0;"";-1;5;2;3;0,497949735449736;1,5;345;"1804"
"8";"11";"SN";1;"Adler";"Voegel";"Tiere";1;"adler";"4";"g2";4;108;84;753;0;"";1;8;4;4;1,49794973544974;1,5;345;"1101"
"8";"18";"JN";3;"Koffer";"Taschen";"Kleidung";2;"koffer";"4";"g2";4;107;83;763;0;"";0;7;3;4;1,49794973544974;1,5;345;"1803"
"8";"18";"JN";7;"Plastiktuete";"Taschen";"Kleidung";2;"plastiktuete";"4";"g2";4;108;84;596;0;"";1;8;4;4;1,49794973544974;1,5;345;"1807"
"8";"11";"SN";8;"Ente";"Voegel";"Tiere";1;"ente";"4";"g2";4;110;85;727;0;"";2;10;5;5;2,49794973544974;1,5;345;"1108"
"8";"18";"JN";1;"Rucksack";"Taschen";"Kleidung";2;"rucksack";"4";"g2";4;110;85;603;0;"";2;10;5;5;2,49794973544974;1,5;345;"1801"
"8";"38";"JN";8;"Sonnenuntergang";"Himmelsereignisse";"MiscI";7;"sonnenuntergang";"4";"g2";4;101;81;625;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"3808"
"8";"21";"SN";8;"Erbse";"Gemuese";"Lebensmittel";3;"erbse";"4";"g2";4;101;81;717;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"2108"
"8";"38";"JN";9;"Sterne";"Himmelsereignisse";"MiscI";7;"sterne";"4";"g2";4;103;82;824;0;"";-1;3;2;1;-1,50205026455026;1,5;345;"3809"
"8";"21";"SN";3;"Spargel";"Gemuese";"Lebensmittel";3;"spargel";"4";"g2";4;105;82;537;0;"";-1;5;2;3;0,497949735449736;1,5;345;"2103"
"8";"38";"JN";1;"Vollmond";"Himmelsereignisse";"MiscI";7;"vollmond";"4";"g2";4;105;83;512;0;"";0;5;3;2;-0,502050264550264;1,5;345;"3801"
"8";"21";"SN";5;"Radieschen";"Gemuese";"Lebensmittel";3;"radieschen";"4";"g2";4;106;83;674;0;"";0;6;3;3;0,497949735449736;1,5;345;"2105"
"8";"38";"JN";7;"Polarlicht";"Himmelsereignisse";"MiscI";7;"polarlicht";"4";"g2";4;106;84;950;0;"";1;6;4;2;-0,502050264550264;1,5;345;"3807"
"8";"21";"SN";2;"Kartoffel";"Gemuese";"Lebensmittel";3;"kartoffel";"4";"g2";4;109;84;549;0;"";1;9;4;5;2,49794973544974;1,5;345;"2102"
"8";"38";"JN";2;"Regenbogen";"Himmelsereignisse";"MiscI";7;"regenbogen";"4";"g2";4;110;85;668;0;"";2;10;5;5;2,49794973544974;1,5;345;"3802"
"8";"21";"SN";1;"Paprika";"Gemuese";"Lebensmittel";3;"paprika";"4";"g2";4;110;85;659;0;"";2;10;5;5;2,49794973544974;1,5;345;"2101"
"8";"14";"SN";4;"Rochen";"Fische";"Tiere";1;"rochen";"4";"g2";4;101;81;1016;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"1404"
"8";"15";"JN";6;"Sombrero";"Kopfbedeckung";"Kleidung";2;"sombrero";"4";"g2";4;101;81;616;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"1506"
"8";"15";"JN";1;"Turban";"Kopfbedeckung";"Kleidung";2;"turban";"4";"g2";4;104;82;1431;0;"";-1;4;2;2;-0,502050264550264;1,5;345;"1501"
"8";"14";"SN";10;"Wal";"Fische";"Tiere";1;"wal";"4";"g2";4;104;82;965;0;"";-1;4;2;2;-0,502050264550264;1,5;345;"1410"
"8";"15";"JN";8;"Fahrradhelm";"Kopfbedeckung";"Kleidung";2;"fahrradhelm";"4";"g2";4;106;83;722;0;"";0;6;3;3;0,497949735449736;1,5;345;"1508"
"8";"14";"SN";7;"Schwertfisch";"Fische";"Tiere";1;"schwertfisch";"4";"g2";4;107;83;669;0;"";0;7;3;4;1,49794973544974;1,5;345;"1407"
"8";"15";"JN";5;"Zylinder";"Kopfbedeckung";"Kleidung";2;"zylinder";"4";"g2";4;108;84;642;0;"";1;8;4;4;1,49794973544974;1,5;345;"1505"
"8";"15";"JN";4;"Cappy";"Kopfbedeckung";"Kleidung";2;"cappy";"4";"g2";4;110;85;669;0;"";2;10;5;5;2,49794973544974;1,5;345;"1504"
"8";"14";"SN";5;"Goldfisch";"Fische";"Tiere";1;"goldfisch";"4";"g2";4;109;84;713;0;"";1;9;4;5;2,49794973544974;1,5;345;"1405"
"8";"14";"SN";1;"Hai";"Fische";"Tiere";1;"hai";"4";"g2";4;110;85;840;0;"";2;10;5;5;2,49794973544974;1,5;345;"1401"
"8";"37";"JN";6;"Radfahren";"Sportarten";"MiscI";7;"radfahren";"4";"g2";4;101;81;624;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"3706"
"8";"22";"SN";10;"Kekse";"Suessigkeiten";"Lebensmittel";3;"kekse";"4";"g2";4;101;81;637;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"2210"
"8";"37";"JN";5;"Schwimmen";"Sportarten";"MiscI";7;"schwimmen";"4";"g2";4;105;82;623;0;"";-1;5;2;3;0,497949735449736;1,5;345;"3705"
"8";"22";"SN";2;"Eis";"Suessigkeiten";"Lebensmittel";3;"eis";"4";"g2";4;103;82;476;0;"";-1;3;2;1;-1,50205026455026;1,5;345;"2202"
"8";"22";"SN";5;"Lakritz";"Suessigkeiten";"Lebensmittel";3;"lakritz";"4";"g2";4;106;83;560;0;"";0;6;3;3;0,497949735449736;1,5;345;"2205"
"8";"37";"JN";8;"Hockey";"Sportarten";"MiscI";7;"hockey";"4";"g2";4;108;83;1197;0;"";0;8;3;5;2,49794973544974;1,5;345;"3708"
"8";"22";"SN";4;"Bonbon";"Suessigkeiten";"Lebensmittel";3;"bonbon";"4";"g2";4;107;84;513;0;"";1;7;4;3;0,497949735449736;1,5;345;"2204"
"8";"37";"JN";10;"Volleyball";"Sportarten";"MiscI";7;"volleyball";"4";"g2";4;109;84;768;0;"";1;9;4;5;2,49794973544974;1,5;345;"3710"
"8";"37";"JN";9;"Golfen";"Sportarten";"MiscI";7;"golfen";"4";"g2";4;110;85;1211;0;"";2;10;5;5;2,49794973544974;1,5;345;"3709"
"8";"22";"SN";1;"Kuchen";"Suessigkeiten";"Lebensmittel";3;"kuchen";"4";"g2";4;110;85;513;0;"";2;10;5;5;2,49794973544974;1,5;345;"2201"
"8";"25";"SN";7;"Radiergummi";"Buero";"Werkzeug";4;"radiergummi";"4";"g2";4;101;81;501;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"2507"
"8";"12";"JN";6;"Ziege";"Huftiere";"Tiere";1;"ziege";"4";"g2";4;101;81;586;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"1206"
"8";"25";"SN";1;"Edding";"Buero";"Werkzeug";4;"edding";"4";"g2";4;102;82;829;0;"";-1;2;2;0;-2,50205026455026;1,5;345;"2501"
"8";"12";"JN";7;"Kuh";"Huftiere";"Tiere";1;"kuh";"4";"g2";4;104;82;545;0;"";-1;4;2;2;-0,502050264550264;1,5;345;"1207"
"8";"12";"JN";10;"Lama";"Huftiere";"Tiere";1;"lama";"4";"g2";4;107;83;864;0;"";0;7;3;4;1,49794973544974;1,5;345;"1210"
"8";"25";"SN";8;"Locher";"Buero";"Werkzeug";4;"locher";"4";"g2";4;106;83;536;0;"";0;6;3;3;0,497949735449736;1,5;345;"2508"
"8";"25";"SN";6;"Anspitzer";"Buero";"Werkzeug";4;"anspitzer";"4";"g2";4;107;84;1134;0;"";1;7;4;3;0,497949735449736;1,5;345;"2506"
"8";"12";"JN";4;"Esel";"Huftiere";"Tiere";1;"esel";"4";"g2";4;109;84;794;0;"";1;9;4;5;2,49794973544974;1,5;345;"1204"
"8";"12";"JN";1;"Kamel";"Huftiere";"Tiere";1;"kamel";"4";"g2";4;110;85;913;0;"";2;10;5;5;2,49794973544974;1,5;345;"1201"
"8";"25";"SN";10;"Tesafilm";"Buero";"Werkzeug";4;"tesafilm";"4";"g2";4;110;85;824;0;"";2;10;5;5;2,49794973544974;1,5;345;"2510"
"8";"36";"SN";7;"Hand";"Koerperteile";"MiscI";7;"hand";"4";"g2";4;101;81;515;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"3607"
"8";"28";"JN";2;"LKW";"Strasse";"Fortbewegungsmittel";5;"lkw";"4";"g2";4;101;81;814;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"2802"
"8";"28";"JN";5;"Taxi";"Strasse";"Fortbewegungsmittel";5;"taxi";"4";"g2";4;102;82;673;0;"";-1;2;2;0;-2,50205026455026;1,5;345;"2805"
"8";"28";"JN";10;"Cabriolet";"Strasse";"Fortbewegungsmittel";5;"cabriolet";"4";"g2";4;104;83;720;0;"";0;4;3;1;-1,50205026455026;1,5;345;"2810"
"8";"36";"SN";6;"Mund";"Koerperteile";"MiscI";7;"mund";"4";"g2";4;105;82;495;0;"";-1;5;2;3;0,497949735449736;1,5;345;"3606"
"8";"28";"JN";8;"Limousine";"Strasse";"Fortbewegungsmittel";5;"limousine";"4";"g2";4;107;84;1190;0;"";1;7;4;3;0,497949735449736;1,5;345;"2808"
"8";"36";"SN";5;"Nase";"Koerperteile";"MiscI";7;"nase";"4";"g2";4;108;83;519;0;"";0;8;3;5;2,49794973544974;1,5;345;"3605"
"8";"36";"SN";2;"Arm";"Koerperteile";"MiscI";7;"arm";"4";"g2";4;109;84;453;0;"";1;9;4;5;2,49794973544974;1,5;345;"3602"
"8";"28";"JN";3;"Bus";"Strasse";"Fortbewegungsmittel";5;"bus";"4";"g2";4;110;85;603;0;"";2;10;5;5;2,49794973544974;1,5;345;"2803"
"8";"36";"SN";9;"Bauch";"Koerperteile";"MiscI";7;"bauch";"4";"g2";4;110;85;518;0;"";2;10;5;5;2,49794973544974;1,5;345;"3609"
"8";"43";"JN";4;"Karaffe";"Trinkgefaesse";"MiscII";8;"karaffe";"4";"g2";4;101;81;940;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"4304"
"8";"46";"SN";6;"Trenchcoat";"Jacken";"Kleidung";2;"trenchcoat";"4";"g2";4;101;81;624;0;"";-2;1;1;0;-2,50205026455026;1,5;345;"4606"
"8";"43";"JN";9;"Sektglas";"Trinkgefaesse";"MiscII";8;"sektglas";"4";"g2";4;104;82;589;0;"";-1;4;2;2;-0,502050264550264;1,5;345;"4309"
"8";"46";"SN";10;"Arztkittel";"Jacken";"Kleidung";2;"arztkittel";"4";"g2";4;102;82;441;0;"";-1;2;2;0;-2,50205026455026;1,5;345;"4610"
"8";"43";"JN";10;"Trinkschlauch";"Trinkgefaesse";"MiscII";8;"trinkschlauch";"4";"g2";4;105;83;1679;0;"";0;5;3;2;-0,502050264550264;1,5;345;"4310"
"8";"43";"JN";5;"Flasche";"Trinkgefaesse";"MiscII";8;"flasche";"4";"g2";4;107;84;814;0;"";1;7;4;3;0,497949735449736;1,5;345;"4305"
"8";"46";"SN";3;"Pelzmantel";"Jacken";"Kleidung";2;"pelzmantel";"4";"g2";4;106;83;931;0;"";0;6;3;3;0,497949735449736;1,5;345;"4603"
"8";"46";"SN";5;"Frack";"Jacken";"Kleidung";2;"frack";"4";"g2";4;108;84;1054;0;"";1;8;4;4;1,49794973544974;1,5;345;"4605"
"8";"43";"JN";3;"Glas";"Trinkgefaesse";"MiscII";8;"glas";"4";"g2";4;110;85;553;0;"";2;10;5;5;2,49794973544974;1,5;345;"4303"
"8";"46";"SN";7;"Kapuzenpulli";"Jacken";"Kleidung";2;"kapuzenpulli";"4";"g2";4;110;85;919;0;"";2;10;5;5;2,49794973544974;1,5;345;"4607"
"9";"42";"JN";7;"See";"Landschaften";"MiscII";8;"see";"1";"g1";5;101;61;1602;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"4207"
"9";"23";"SN";8;"Flaschenoeffner";"Werkzeug_Kueche";"Werkzeug";4;"flaschenoeffner";"1";"g1";5;102;62;1217;0;"";-1;2;2;0;-2,50205026455026;-1,5;322;"2308"
"9";"42";"JN";2;"Wiese";"Landschaften";"MiscII";8;"wiese";"1";"g1";5;105;62;749;0;"";-1;5;2;3;0,497949735449736;-1,5;322;"4202"
"9";"42";"JN";5;"Vulkan";"Landschaften";"MiscII";8;"vulkan";"1";"g1";5;107;63;956;0;"";0;7;3;4;1,49794973544974;-1,5;322;"4205"
"9";"23";"SN";3;"Nudelholz";"Werkzeug_Kueche";"Werkzeug";4;"nudelholz";"1";"g1";5;106;63;1016;0;"";0;6;3;3;0,497949735449736;-1,5;322;"2303"
"9";"42";"JN";3;"Meer";"Landschaften";"MiscII";8;"meer";"1";"g1";5;109;64;796;0;"";1;9;4;5;2,49794973544974;-1,5;322;"4203"
"9";"23";"SN";4;"Messer";"Werkzeug_Kueche";"Werkzeug";4;"messer";"1";"g1";5;108;64;868;0;"";1;8;4;4;1,49794973544974;-1,5;322;"2304"
"9";"42";"JN";6;"Fluss";"Landschaften";"MiscII";8;"fluss";"1";"g1";5;110;65;847;0;"";2;10;5;5;2,49794973544974;-1,5;322;"4206"
"9";"23";"SN";2;"Kelle";"Werkzeug_Kueche";"Werkzeug";4;"kelle";"1";"g1";5;110;65;1631;0;"";2;10;5;5;2,49794973544974;-1,5;322;"2302"
"9";"27";"JN";4;"U-Boot";"Wasser";"Fortbewegungsmittel";5;"u-boot";"1";"g1";5;101;61;1228;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"2704"
"9";"22";"SN";5;"Lakritz";"Suessigkeiten";"Lebensmittel";3;"lakritz";"1";"g1";5;101;61;755;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"2205"
"9";"27";"JN";10;"Surfbrett";"Wasser";"Fortbewegungsmittel";5;"surfbrett";"1";"g1";5;103;62;919;0;"";-1;3;2;1;-1,50205026455026;-1,5;322;"2710"
"9";"22";"SN";6;"Zuckerwatte";"Suessigkeiten";"Lebensmittel";3;"zuckerwatte";"1";"g1";5;105;62;974;0;"";-1;5;2;3;0,497949735449736;-1,5;322;"2206"
"9";"27";"JN";7;"Floss";"Wasser";"Fortbewegungsmittel";5;"floss";"1";"g1";5;108;64;1053;0;"";1;8;4;4;1,49794973544974;-1,5;322;"2707"
"9";"22";"SN";2;"Eis";"Suessigkeiten";"Lebensmittel";3;"eis";"1";"g1";5;106;63;589;0;"";0;6;3;3;0,497949735449736;-1,5;322;"2202"
"9";"22";"SN";4;"Bonbon";"Suessigkeiten";"Lebensmittel";3;"bonbon";"1";"g1";5;108;64;553;0;"";1;8;4;4;1,49794973544974;-1,5;322;"2204"
"9";"27";"JN";2;"Segelschiff";"Wasser";"Fortbewegungsmittel";5;"segelschiff";"1";"g1";5;110;65;1058;0;"";2;10;5;5;2,49794973544974;-1,5;322;"2702"
"9";"22";"SN";1;"Kuchen";"Suessigkeiten";"Lebensmittel";3;"kuchen";"1";"g1";5;110;65;621;0;"";2;10;5;5;2,49794973544974;-1,5;322;"2201"
"9";"26";"JN";6;"Garn";"Schneiderei";"Werkzeug";4;"garn";"1";"g1";5;101;61;992;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"2606"
"9";"11";"SN";2;"Kolibri";"Voegel";"Tiere";1;"kolibri";"1";"g1";5;101;61;886;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"1102"
"9";"26";"JN";10;"Wollknaeuel";"Schneiderei";"Werkzeug";4;"wollknaeuel";"1";"g1";5;103;62;1012;0;"";-1;3;2;1;-1,50205026455026;-1,5;322;"2610"
"9";"11";"SN";9;"Taube";"Voegel";"Tiere";1;"taube";"1";"g1";5;103;62;645;0;"";-1;3;2;1;-1,50205026455026;-1,5;322;"1109"
"9";"26";"JN";9;"Stricknadel";"Schneiderei";"Werkzeug";4;"stricknadel";"1";"g1";5;105;63;1274;0;"";0;5;3;2;-0,502050264550264;-1,5;322;"2609"
"9";"11";"SN";8;"Ente";"Voegel";"Tiere";1;"ente";"1";"g1";5;105;63;770;0;"";0;5;3;2;-0,502050264550264;-1,5;322;"1108"
"9";"26";"JN";1;"Buegeleisen";"Schneiderei";"Werkzeug";4;"buegeleisen";"1";"g1";5;108;64;731;0;"";1;8;4;4;1,49794973544974;-1,5;322;"2601"
"9";"11";"SN";6;"Schwan";"Voegel";"Tiere";1;"schwan";"1";"g1";5;109;64;730;0;"";1;9;4;5;2,49794973544974;-1,5;322;"1106"
"9";"26";"JN";4;"Naehmaschine";"Schneiderei";"Werkzeug";4;"naehmaschine";"1";"g1";5;110;65;770;0;"";2;10;5;5;2,49794973544974;-1,5;322;"2604"
"9";"11";"SN";1;"Adler";"Voegel";"Tiere";1;"adler";"1";"g1";5;110;65;714;0;"";2;10;5;5;2,49794973544974;-1,5;322;"1101"
"9";"21";"JN";5;"Radieschen";"Gemuese";"Lebensmittel";3;"radieschen";"1";"g1";5;101;61;1150;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"2105"
"9";"33";"SN";9;"Schublade";"Aufbewahrung";"Moebel";6;"schublade";"1";"g1";5;101;61;818;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"3309"
"9";"21";"JN";6;"Tomate";"Gemuese";"Lebensmittel";3;"tomate";"1";"g1";5;102;62;727;0;"";-1;2;2;0;-2,50205026455026;-1,5;322;"2106"
"9";"33";"SN";3;"Vitrine";"Aufbewahrung";"Moebel";6;"vitrine";"1";"g1";5;104;63;998;0;"";0;4;3;1;-1,50205026455026;-1,5;322;"3303"
"9";"21";"JN";4;"Gurke";"Gemuese";"Lebensmittel";3;"gurke";"1";"g1";5;106;63;544;0;"";0;6;3;3;0,497949735449736;-1,5;322;"2104"
"9";"21";"JN";8;"Erbse";"Gemuese";"Lebensmittel";3;"erbse";"1";"g1";5;107;64;1247;0;"";1;7;4;3;0,497949735449736;-1,5;322;"2108"
"9";"33";"SN";8;"Schmuckkaestchen";"Aufbewahrung";"Moebel";6;"schmuckkaestchen";"1";"g1";5;110;65;1982;0;"";2;10;5;5;2,49794973544974;-1,5;322;"3308"
"9";"21";"JN";1;"Paprika";"Gemuese";"Lebensmittel";3;"paprika";"1";"g1";5;110;65;834;0;"";2;10;5;5;2,49794973544974;-1,5;322;"2101"
"9";"25";"JN";4;"Lineal";"Buero";"Werkzeug";4;"lineal";"1";"g1";5;101;61;637;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"2504"
"9";"39";"SN";9;"Stadion";"Gebaeude";"MiscII";8;"stadion";"1";"g1";5;101;61;925;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"3909"
"9";"25";"JN";5;"Klammer";"Buero";"Werkzeug";4;"klammer";"1";"g1";5;102;62;1046;0;"";-1;2;2;0;-2,50205026455026;-1,5;322;"2505"
"9";"25";"JN";6;"Anspitzer";"Buero";"Werkzeug";4;"anspitzer";"1";"g1";5;105;63;1084;0;"";0;5;3;2;-0,502050264550264;-1,5;322;"2506"
"9";"39";"SN";1;"Kirche";"Gebaeude";"MiscII";8;"kirche";"1";"g1";5;105;63;838;0;"";0;5;3;2;-0,502050264550264;-1,5;322;"3901"
"9";"39";"SN";7;"Windmuehle";"Gebaeude";"MiscII";8;"windmuehle";"1";"g1";5;107;64;693;0;"";1;7;4;3;0,497949735449736;-1,5;322;"3907"
"9";"25";"JN";8;"Locher";"Buero";"Werkzeug";4;"locher";"1";"g1";5;107;64;832;0;"";1;7;4;3;0,497949735449736;-1,5;322;"2508"
"9";"25";"JN";7;"Radiergummi";"Buero";"Werkzeug";4;"radiergummi";"1";"g1";5;110;65;568;0;"";2;10;5;5;2,49794973544974;-1,5;322;"2507"
"9";"39";"SN";10;"Tempel";"Gebaeude";"MiscII";8;"tempel";"1";"g1";5;110;65;755;0;"";2;10;5;5;2,49794973544974;-1,5;322;"3910"
"9";"34";"JN";7;"Toaster";"Kueche";"Moebel";6;"toaster";"1";"g1";5;101;61;633;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"3407"
"9";"20";"SN";10;"HeisseSchokolade";"Getraenke";"Lebensmittel";3;"heisseschokolade";"1";"g1";5;101;61;863;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"2010"
"9";"34";"JN";1;"Kuehlschrank";"Kueche";"Moebel";6;"kuehlschrank";"1";"g1";5;103;62;648;0;"";-1;3;2;1;-1,50205026455026;-1,5;322;"3401"
"9";"20";"SN";6;"Schnaps";"Getraenke";"Lebensmittel";3;"schnaps";"1";"g1";5;105;62;1094;0;"";-1;5;2;3;0,497949735449736;-1,5;322;"2006"
"9";"34";"JN";10;"mixer";"Kueche";"Moebel";6;"mixer";"1";"g1";5;107;63;1030;0;"";0;7;3;4;1,49794973544974;-1,5;322;"3410"
"9";"20";"SN";3;"Bier";"Getraenke";"Lebensmittel";3;"bier";"1";"g1";5;106;63;604;0;"";0;6;3;3;0,497949735449736;-1,5;322;"2003"
"9";"34";"JN";6;"Backofen";"Kueche";"Moebel";6;"backofen";"1";"g1";5;110;65;793;0;"";2;10;5;5;2,49794973544974;-1,5;322;"3406"
"9";"20";"SN";7;"Kaffee";"Getraenke";"Lebensmittel";3;"kaffee";"1";"g1";5;109;64;614;0;"";1;9;4;5;2,49794973544974;-1,5;322;"2007"
"9";"20";"SN";1;"Tee";"Getraenke";"Lebensmittel";3;"tee";"1";"g1";5;110;65;1151;0;"";2;10;5;5;2,49794973544974;-1,5;322;"2001"
"9";"45";"JN";4;"Wolf";"Raubtiere";"Tiere";1;"wolf";"1";"g1";5;101;61;719;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"4504"
"9";"45";"JN";9;"Leopard";"Raubtiere";"Tiere";1;"leopard";"1";"g1";5;102;62;1351;0;"";-1;2;2;0;-2,50205026455026;-1,5;322;"4509"
"9";"45";"JN";1;"Tiger";"Raubtiere";"Tiere";1;"tiger";"1";"g1";5;106;63;1101;0;"";0;6;3;3;0,497949735449736;-1,5;322;"4501"
"9";"44";"SN";1;"Schraubenzieher";"Heimwerker";"Werkzeug";4;"schraubenzieher";"1";"g1";5;110;65;1538;0;"";2;10;5;5;2,49794973544974;-1,5;322;"4401"
"9";"45";"JN";10;"Panther";"Raubtiere";"Tiere";1;"panther";"1";"g1";5;108;64;1049;0;"";1;8;4;4;1,49794973544974;-1,5;322;"4510"
"9";"36";"JN";1;"Finger";"Koerperteile";"MiscI";7;"finger";"1";"g1";5;101;61;938;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"3601"
"9";"36";"JN";5;"Nase";"Koerperteile";"MiscI";7;"nase";"1";"g1";5;102;62;586;0;"";-1;2;2;0;-2,50205026455026;-1,5;322;"3605"
"9";"32";"SN";5;"Schlafsofa";"Liegen";"Moebel";6;"schlafsofa";"1";"g1";5;103;62;1107;0;"";-1;3;2;1;-1,50205026455026;-1,5;322;"3205"
"9";"36";"JN";4;"Ohr";"Koerperteile";"MiscI";7;"ohr";"1";"g1";5;106;63;580;0;"";0;6;3;3;0,497949735449736;-1,5;322;"3604"
"9";"36";"JN";2;"Arm";"Koerperteile";"MiscI";7;"arm";"1";"g1";5;107;64;599;0;"";1;7;4;3;0,497949735449736;-1,5;322;"3602"
"9";"32";"SN";10;"Kanapee";"Liegen";"Moebel";6;"kanapee";"1";"g1";5;106;63;912;0;"";0;6;3;3;0,497949735449736;-1,5;322;"3210"
"9";"32";"SN";4;"Haengematte";"Liegen";"Moebel";6;"haengematte";"1";"g1";5;108;64;748;0;"";1;8;4;4;1,49794973544974;-1,5;322;"3204"
"9";"36";"JN";9;"Bauch";"Koerperteile";"MiscI";7;"bauch";"1";"g1";5;110;65;666;0;"";2;10;5;5;2,49794973544974;-1,5;322;"3609"
"9";"32";"SN";6;"Wiege";"Liegen";"Moebel";6;"wiege";"1";"g1";5;110;65;1902;0;"";2;10;5;5;2,49794973544974;-1,5;322;"3206"
"9";"40";"JN";1;"Sonnenblume";"Blumen";"MiscII";8;"sonnenblume";"1";"g1";5;101;61;685;0;"";-2;1;1;0;-2,50205026455026;-1,5;322;"4001"
"9";"40";"JN";5;"Rose";"Blumen";"MiscII";8;"rose";"1";"g1";5;103;62;589;0;"";-1;3;2;1;-1,50205026455026;-1,5;322;"4005"
"9";"40";"JN";9;"Gaensebluemchen";"Blumen";"MiscII";8;"gaensebluemchen";"1";"g1";5;106;63;1598;0;"";0;6;3;3;0,497949735449736;-1,5;322;"4009"
"9";"24";"SN";9;"Besen";"Bauernhof";"Werkzeug";4;"besen";"1";"g1";5;105;62;887;0;"";-1;5;2;3;0,497949735449736;-1,5;322;"2409"
"9";"40";"JN";7;"Mohn";"Blumen";"MiscII";8;"mohn";"1";"g1";5;110;65;1293;0;"";2;10;5;5;2,49794973544974;-1,5;322;"4007"
"9";"24";"SN";10;"Saege";"Bauernhof";"Werkzeug";4;"saege";"1";"g1";5;110;65;847;0;"";2;10;5;5;2,49794973544974;-1,5;322;"2410"
"9";"23";"SN";4;"Messer";"Werkzeug_Kueche";"Werkzeug";4;"messer";"2";"g1";5;101;61;631;0;"";-2;1;1;0;-2,50205026455026;-0,5;322;"2304"
"9";"42";"JN";6;"Fluss";"Landschaften";"MiscII";8;"fluss";"2";"g1";5;101;61;717;0;"";-2;1;1;0;-2,50205026455026;-0,5;322;"4206"
"9";"42";"JN";2;"Wiese";"Landschaften";"MiscII";8;"wiese";"2";"g1";5;103;62;740;0;"";-1;3;2;1;-1,50205026455026;-0,5;322;"4202"
"9";"23";"SN";5;"Dosenoeffner";"Werkzeug_Kueche";"Werkzeug";4;"dosenoeffner";"2";"g1";5;104;62;1290;0;"";-1;4;2;2;-0,502050264550264;-0,5;322;"2305"
